x,y,R,G,B,date,time,filename,watershed,temperature,class,year,week,month,season_autumn,season_spring,season_winter,temp_F
1866,1992,207,197,232,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1892,1942,210,203,237,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1998,1961,214,204,238,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2019,1939,216,204,240,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2039,1985,215,205,239,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2060,1963,214,203,237,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2414,1884,122,117,149,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
2478,1882,113,111,133,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
2379,2064,206,199,230,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2412,2051,205,198,231,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2241,1847,124,118,146,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
2291,1853,112,112,140,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
2341,1859,114,109,131,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
1582,1783,103,88,117,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_t,2019,2,1,False,False,True,26
1617,1789,77,63,98,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_t,2019,2,1,False,False,True,26
1219,1818,36,24,46,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
1149,1869,36,28,43,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
1180,1910,51,40,56,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
1068,1926,46,39,55,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
1078,1832,90,81,102,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
1285,1816,34,22,42,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
1642,2019,218,208,242,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1672,2045,218,207,239,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1655,2144,213,206,239,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1677,2142,213,204,235,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1462,2245,216,206,240,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1500,2245,217,208,239,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1538,2245,217,206,240,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1739,2114,219,208,242,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1756,2092,215,204,238,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1772,2154,216,204,240,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1789,2132,215,205,239,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1806,2110,218,207,241,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1823,2088,217,202,241,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2052,2082,210,198,234,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2085,2069,215,201,234,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2117,2099,207,197,232,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1381,2118,216,205,239,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1407,2120,218,207,241,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1433,2122,219,209,243,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1459,2124,217,207,241,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1620,1897,133,126,157,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
2071,1742,117,104,134,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
2041,1799,131,122,153,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_o,2019,2,1,False,False,True,26
1961,1690,112,104,125,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,ice_t,2019,2,1,False,False,True,26
2130,1649,62,53,74,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
2284,1683,57,47,71,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,open_water_dark,2019,2,1,False,False,True,26
2562,1899,88,75,105,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,other,2019,2,1,False,False,True,26
2509,2022,201,191,225,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2814,2041,195,194,226,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2681,1991,194,187,221,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2577,2066,200,194,228,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2601,2056,194,189,221,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2291,1979,204,197,228,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2312,1957,206,195,229,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2332,2003,206,196,230,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2127,1994,209,199,234,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2163,1996,211,202,233,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2236,2103,206,199,232,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
2318,2115,200,196,229,2019-01-10,2024-09-11 12:04:54,Hbwtr_w1_20190110_120454.JPG,w1,26F,snow_o,2019,2,1,False,False,True,26
1579,2096,195,187,238,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1599,2163,195,191,241,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1620,2162,196,189,240,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1641,2161,191,187,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1662,2160,193,186,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1683,2159,192,185,236,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1836,2005,189,187,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1863,2001,193,186,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1890,1997,193,189,239,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1917,1993,188,184,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1277,2190,191,182,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1300,2191,190,183,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1323,2192,189,185,236,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1346,2193,196,186,238,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2167,1959,187,183,234,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2194,1955,187,183,234,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2220,2004,187,180,232,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2247,2000,181,178,231,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2013,2045,183,179,230,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1807,2099,193,185,236,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1840,2107,191,181,233,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2468,2027,174,171,226,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2495,2023,173,170,223,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2522,2019,173,173,223,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2549,2015,175,172,225,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2312,2059,185,181,232,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2343,2060,180,178,228,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2114,2129,187,183,234,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2145,2130,187,180,232,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2176,2131,184,180,230,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1425,2039,191,182,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1450,1991,189,180,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1474,2002,183,178,232,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1461,2189,192,184,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1482,2188,193,186,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1503,2187,191,184,236,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1524,2186,193,183,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2763,1909,158,158,212,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2785,1906,162,164,215,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2333,1788,132,128,178,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2356,1789,141,142,188,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2379,1790,140,136,186,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2402,1791,146,147,193,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2425,1792,130,130,182,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2448,1793,124,118,166,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2471,1794,137,137,187,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2229,1839,154,152,201,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2251,1836,149,145,195,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2019,1818,159,155,206,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2052,1826,151,144,196,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2085,1834,153,151,201,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2118,1842,155,151,201,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
2152,1807,148,146,195,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
1660,1760,142,135,189,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1676,1747,147,145,194,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1691,1824,176,170,218,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1707,1811,155,144,202,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1723,1798,153,150,197,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1739,1785,148,144,194,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1755,1772,143,138,194,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1771,1759,161,159,209,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1787,1746,125,124,181,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1481,1812,165,158,209,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1510,1818,167,163,213,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1539,1824,154,146,203,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1851,1774,164,160,210,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1884,1782,151,149,199,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1917,1790,155,151,202,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
2182,1669,70,62,101,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,open_water_dark,2019,2,1,False,False,True,21
1056,1918,70,63,104,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
1089,1926,60,55,96,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
2108,1713,101,96,136,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
1209,2037,69,67,107,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
1176,2099,77,68,111,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
1036,1845,73,68,108,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
995,1937,74,69,109,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
1567,2020,188,179,232,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1571,2199,196,189,240,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1603,2218,191,184,236,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1636,2193,191,185,233,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1668,2212,185,178,230,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1714,2111,186,181,235,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1728,2082,193,186,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1742,2053,195,188,239,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1755,2128,193,186,237,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1949,2105,189,183,231,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2037,1931,183,176,230,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2076,1915,185,181,232,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
1754,1885,179,170,223,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1793,1869,160,153,207,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1491,1883,160,153,205,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1535,1858,170,161,214,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1594,1778,171,164,215,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1377,1904,161,154,205,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1404,1900,155,148,199,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
1431,1896,159,152,206,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_t,2019,2,1,False,False,True,21
2711,2032,175,172,225,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2776,2029,172,175,226,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,snow_o,2019,2,1,False,False,True,21
2026,1711,80,73,117,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_t,2019,2,1,False,False,True,21
1096,2059,135,125,162,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
1347,1805,120,113,154,2019-01-11,2024-09-11 12:04:54,Hbwtr_w1_20190111_120454.JPG,w1,21F,ice_o,2019,2,1,False,False,True,21
1330,2089,167,155,201,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1350,2126,171,155,202,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1371,2105,160,148,194,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1391,2142,172,160,208,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1275,2288,200,188,224,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1294,2250,199,187,225,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1312,2277,201,189,227,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1953,1958,147,135,185,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1974,1937,169,158,201,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1994,1974,152,143,190,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
2015,1953,171,159,205,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1981,2071,128,119,172,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
2009,2092,130,117,171,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
2038,2071,150,141,188,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
1588,2137,124,115,172,2019-01-12,2024-09-11 11:59:54,Hbwtr_w1_20190112_115954.JPG,w1,19F,snow_o,2019,2,1,False,False,True,19
